rebalance_date,ticker,factor_value,factor_id,factor_name,source
20210801,000001,0.701,F09,F09,research_simulation
20210801,000002,0.286,F09,F09,research_simulation
20210801,000004,0.784,F09,F09,research_simulation
20210801,000006,0.012,F09,F09,research_simulation
20210801,000007,0.894,F09,F09,research_simulation
20210801,000008,0.407,F09,F09,research_simulation
20210801,000009,0.142,F09,F09,research_simulation
20210801,000010,0.721,F09,F09,research_simulation
20210801,000011,0.166,F09,F09,research_simulation
20210801,000012,0.807,F09,F09,research_simulation
20210801,000014,0.55,F09,F09,research_simulation
20210801,000016,0.248,F09,F09,research_simulation
20210801,000017,0.876,F09,F09,research_simulation
20210801,000019,0.971,F09,F09,research_simulation
20210801,000020,0.902,F09,F09,research_simulation
20210801,000021,0.56,F09,F09,research_simulation
20210801,000025,0.543,F09,F09,research_simulation
20210801,000026,0.61,F09,F09,research_simulation
20210801,000027,0.204,F09,F09,research_simulation
20210801,000028,0.125,F09,F09,research_simulation
20210801,000029,0.688,F09,F09,research_simulation
20210801,000030,0.207,F09,F09,research_simulation
20210801,000031,0.574,F09,F09,research_simulation
20210801,000032,0.282,F09,F09,research_simulation
20210801,000034,0.423,F09,F09,research_simulation
20210801,000035,0.023,F09,F09,research_simulation
20210801,000036,0.826,F09,F09,research_simulation
20210801,000037,0.887,F09,F09,research_simulation
20210801,000039,0.615,F09,F09,research_simulation
20210801,000042,0.317,F09,F09,research_simulation
20210801,000045,0.259,F09,F09,research_simulation
20210801,000048,0.655,F09,F09,research_simulation
20210801,000049,0.994,F09,F09,research_simulation
20210801,000050,0.864,F09,F09,research_simulation
20210801,000055,0.965,F09,F09,research_simulation
20210801,000056,0.481,F09,F09,research_simulation
20210801,000058,0.458,F09,F09,research_simulation
20210801,000059,0.913,F09,F09,research_simulation
20210801,000060,0.422,F09,F09,research_simulation
20210801,000061,0.534,F09,F09,research_simulation
20210801,000062,0.902,F09,F09,research_simulation
20210801,000063,0.64,F09,F09,research_simulation
20210801,000065,0.673,F09,F09,research_simulation
20210801,000066,0.748,F09,F09,research_simulation
20210801,000068,0.361,F09,F09,research_simulation
20210801,000069,0.121,F09,F09,research_simulation
20210801,000070,0.93,F09,F09,research_simulation
20210801,000078,0.535,F09,F09,research_simulation
20210801,000088,0.97,F09,F09,research_simulation
20210801,000089,0.704,F09,F09,research_simulation
20210801,000090,0.381,F09,F09,research_simulation
20210801,000096,0.342,F09,F09,research_simulation
20210801,000099,0.362,F09,F09,research_simulation
20210801,000100,0.097,F09,F09,research_simulation
20210801,000151,0.186,F09,F09,research_simulation
20210801,000153,0.002,F09,F09,research_simulation
20210801,000155,0.464,F09,F09,research_simulation
20210801,000156,0.885,F09,F09,research_simulation
20210801,000157,0.647,F09,F09,research_simulation
20210801,000158,0.225,F09,F09,research_simulation
20210801,000159,0.722,F09,F09,research_simulation
20210801,000166,0.711,F09,F09,research_simulation
20210801,000301,0.834,F09,F09,research_simulation
20210801,000333,0.213,F09,F09,research_simulation
20210801,000338,0.694,F09,F09,research_simulation
20210801,000400,0.256,F09,F09,research_simulation
20210801,000401,0.76,F09,F09,research_simulation
20210801,000402,0.171,F09,F09,research_simulation
20210801,000403,0.779,F09,F09,research_simulation
20210801,000404,0.119,F09,F09,research_simulation
20210801,000407,0.679,F09,F09,research_simulation
20210801,000408,0.436,F09,F09,research_simulation
20210801,000409,0.31,F09,F09,research_simulation
20210801,000410,0.943,F09,F09,research_simulation
20210801,000411,0.974,F09,F09,research_simulation
20210801,000415,0.38,F09,F09,research_simulation
20210801,000417,0.449,F09,F09,research_simulation
20210801,000419,0.469,F09,F09,research_simulation
20210801,000420,0.376,F09,F09,research_simulation
20210801,000421,0.972,F09,F09,research_simulation
