rebalance_date,ticker,factor_value,factor_id,factor_name,source
20260301,000001,0.382,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000002,0.481,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000004,0.616,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000006,0.109,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000007,0.827,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000008,0.907,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000009,0.894,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000010,0.257,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000011,0.967,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000012,0.118,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000014,0.814,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000016,0.357,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000017,0.115,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000019,0.384,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000020,0.875,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000021,0.619,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000025,0.791,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000026,0.86,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000027,0.187,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000028,0.884,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000029,0.922,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000030,0.876,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000031,0.526,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000032,0.157,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000034,0.451,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000035,0.529,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000036,0.339,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000037,0.824,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000039,0.188,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000042,0.088,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000045,0.096,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000048,0.969,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000049,0.78,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000050,0.516,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000055,0.518,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000056,0.829,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
20260301,000058,0.421,F07,PROFITABILITY_MOMENTUM_LIGHT,research_simulation
