rebalance_date,ticker,factor_value,factor_id,factor_name,source
20260301,000001,0.104,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000002,0.034,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000004,0.623,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000006,0.573,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000007,0.885,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000008,0.944,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000009,0.962,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000010,0.364,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000011,0.207,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000012,0.569,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000014,0.959,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000016,0.81,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000017,0.215,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000019,0.594,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000020,0.181,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000021,0.731,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000025,0.528,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000026,0.727,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000027,0.955,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000028,0.407,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000029,0.616,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000030,0.419,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000031,0.111,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000032,0.397,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000034,0.433,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000035,0.81,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000036,0.632,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000037,0.865,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000039,0.142,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000042,0.897,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000045,0.855,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000048,0.751,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000049,0.8,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000050,0.342,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000055,0.104,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000056,0.022,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000058,0.668,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000059,0.769,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000060,0.78,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000061,0.952,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000062,0.33,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000063,0.044,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000065,0.497,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000066,0.993,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000068,0.695,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000069,0.807,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000070,0.504,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000078,0.805,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000088,0.575,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000089,0.336,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000090,0.025,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000096,0.209,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000099,0.529,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000100,0.266,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000151,0.401,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000153,0.865,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000155,0.157,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000156,0.545,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000157,0.333,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000158,0.066,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000159,0.876,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000166,0.829,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000301,0.943,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000333,0.845,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000338,0.983,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000400,0.373,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000401,0.847,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000402,0.09,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000403,0.589,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000404,0.279,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000407,0.4,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000408,0.681,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000409,0.179,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000410,0.112,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000411,0.645,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000415,0.937,F12,VALUE_COMPOSITE_LIGHT,research_simulation
20260301,000417,0.185,F12,VALUE_COMPOSITE_LIGHT,research_simulation
