rebalance_date,ticker,factor_value,factor_id,factor_name,source
20210701,000001,0.339,F14,F14,research_simulation
20210701,000002,0.246,F14,F14,research_simulation
20210701,000004,0.227,F14,F14,research_simulation
20210701,000006,0.09,F14,F14,research_simulation
20210701,000007,0.302,F14,F14,research_simulation
20210701,000008,0.09,F14,F14,research_simulation
20210701,000009,0.819,F14,F14,research_simulation
20210701,000010,0.002,F14,F14,research_simulation
20210701,000011,0.94,F14,F14,research_simulation
20210701,000012,0.989,F14,F14,research_simulation
20210701,000014,0.299,F14,F14,research_simulation
20210701,000016,0.053,F14,F14,research_simulation
20210701,000017,0.264,F14,F14,research_simulation
20210701,000019,0.961,F14,F14,research_simulation
20210701,000020,0.019,F14,F14,research_simulation
20210701,000021,0.972,F14,F14,research_simulation
20210701,000025,0.602,F14,F14,research_simulation
20210701,000026,0.713,F14,F14,research_simulation
20210701,000027,0.597,F14,F14,research_simulation
20210701,000028,0.381,F14,F14,research_simulation
20210701,000029,0.739,F14,F14,research_simulation
20210701,000030,0.137,F14,F14,research_simulation
20210701,000031,0.794,F14,F14,research_simulation
20210701,000032,0.543,F14,F14,research_simulation
20210701,000034,0.356,F14,F14,research_simulation
20210701,000035,0.225,F14,F14,research_simulation
20210701,000036,0.267,F14,F14,research_simulation
20210701,000037,0.119,F14,F14,research_simulation
20210701,000039,0.016,F14,F14,research_simulation
20210701,000042,0.409,F14,F14,research_simulation
20210701,000045,0.853,F14,F14,research_simulation
20210701,000048,0.782,F14,F14,research_simulation
20210701,000049,0.175,F14,F14,research_simulation
20210701,000050,0.549,F14,F14,research_simulation
20210701,000055,0.804,F14,F14,research_simulation
20210701,000056,0.393,F14,F14,research_simulation
20210701,000058,0.09,F14,F14,research_simulation
20210701,000059,0.557,F14,F14,research_simulation
20210701,000060,0.189,F14,F14,research_simulation
20210701,000061,0.194,F14,F14,research_simulation
20210701,000062,0.655,F14,F14,research_simulation
20210701,000063,0.139,F14,F14,research_simulation
20210701,000065,0.96,F14,F14,research_simulation
20210701,000066,0.021,F14,F14,research_simulation
20210701,000068,0.553,F14,F14,research_simulation
20210701,000069,0.806,F14,F14,research_simulation
20210701,000070,0.22,F14,F14,research_simulation
20210701,000078,0.696,F14,F14,research_simulation
20210701,000088,0.692,F14,F14,research_simulation
20210701,000089,0.268,F14,F14,research_simulation
20210701,000090,0.08,F14,F14,research_simulation
20210701,000096,0.367,F14,F14,research_simulation
20210701,000099,0.751,F14,F14,research_simulation
20210701,000100,0.927,F14,F14,research_simulation
20210701,000151,0.944,F14,F14,research_simulation
20210701,000153,0.292,F14,F14,research_simulation
20210701,000155,0.077,F14,F14,research_simulation
20210701,000156,0.082,F14,F14,research_simulation
20210701,000157,0.727,F14,F14,research_simulation
20210701,000158,0.336,F14,F14,research_simulation
20210701,000159,0.334,F14,F14,research_simulation
20210701,000166,0.991,F14,F14,research_simulation
20210701,000301,0.115,F14,F14,research_simulation
20210701,000333,0.467,F14,F14,research_simulation
20210701,000338,0.249,F14,F14,research_simulation
20210701,000400,0.008,F14,F14,research_simulation
20210701,000401,0.568,F14,F14,research_simulation
20210701,000402,0.718,F14,F14,research_simulation
20210701,000403,0.488,F14,F14,research_simulation
20210701,000404,0.548,F14,F14,research_simulation
20210701,000407,0.065,F14,F14,research_simulation
20210701,000408,0.038,F14,F14,research_simulation
20210701,000409,0.026,F14,F14,research_simulation
20210701,000410,0.308,F14,F14,research_simulation
20210701,000411,0.775,F14,F14,research_simulation
20210701,000415,0.827,F14,F14,research_simulation
20210701,000417,0.253,F14,F14,research_simulation
20210701,000419,0.792,F14,F14,research_simulation
20210701,000420,0.72,F14,F14,research_simulation
20210701,000421,0.918,F14,F14,research_simulation
20210701,000422,0.211,F14,F14,research_simulation
20210701,000423,0.888,F14,F14,research_simulation
20210701,000425,0.949,F14,F14,research_simulation
20210701,000426,0.217,F14,F14,research_simulation
20210701,000428,0.539,F14,F14,research_simulation
20210701,000429,0.038,F14,F14,research_simulation
20210701,000430,0.732,F14,F14,research_simulation
20210701,000488,0.675,F14,F14,research_simulation
20210701,000498,0.132,F14,F14,research_simulation
20210701,000501,0.513,F14,F14,research_simulation
20210701,000503,0.233,F14,F14,research_simulation
20210701,000504,0.024,F14,F14,research_simulation
20210701,000505,0.488,F14,F14,research_simulation
20210701,000506,0.767,F14,F14,research_simulation
20210701,000507,0.938,F14,F14,research_simulation
20210701,000509,0.867,F14,F14,research_simulation
20210701,000510,0.96,F14,F14,research_simulation
20210701,000513,0.177,F14,F14,research_simulation
20210701,000514,0.583,F14,F14,research_simulation
20210701,000516,0.243,F14,F14,research_simulation
20210801,000001,0.303,F14,F14,research_simulation
20210801,000002,0.473,F14,F14,research_simulation
20210801,000004,0.706,F14,F14,research_simulation
20210801,000006,0.591,F14,F14,research_simulation
20210801,000007,0.489,F14,F14,research_simulation
20210801,000008,0.182,F14,F14,research_simulation
20210801,000009,0.607,F14,F14,research_simulation
20210801,000010,0.96,F14,F14,research_simulation
20210801,000011,0.599,F14,F14,research_simulation
20210801,000012,0.101,F14,F14,research_simulation
20210801,000014,0.797,F14,F14,research_simulation
20210801,000016,0.636,F14,F14,research_simulation
20210801,000017,0.581,F14,F14,research_simulation
20210801,000019,0.17,F14,F14,research_simulation
20210801,000020,0.515,F14,F14,research_simulation
20210801,000021,0.592,F14,F14,research_simulation
20210801,000025,0.049,F14,F14,research_simulation
20210801,000026,0.005,F14,F14,research_simulation
20210801,000027,0.32,F14,F14,research_simulation
20210801,000028,0.628,F14,F14,research_simulation
20210801,000029,0.214,F14,F14,research_simulation
20210801,000030,0.194,F14,F14,research_simulation
20210801,000031,0.274,F14,F14,research_simulation
20210801,000032,0.014,F14,F14,research_simulation
20210801,000034,0.961,F14,F14,research_simulation
20210801,000035,0.741,F14,F14,research_simulation
20210801,000036,0.205,F14,F14,research_simulation
20210801,000037,0.939,F14,F14,research_simulation
20210801,000039,0.249,F14,F14,research_simulation
20210801,000042,0.589,F14,F14,research_simulation
20210801,000045,0.08,F14,F14,research_simulation
20210801,000048,0.338,F14,F14,research_simulation
20210801,000049,0.336,F14,F14,research_simulation
20210801,000050,0.698,F14,F14,research_simulation
20210801,000055,0.314,F14,F14,research_simulation
20210801,000056,0.424,F14,F14,research_simulation
20210801,000058,0.276,F14,F14,research_simulation
20210801,000059,0.571,F14,F14,research_simulation
20210801,000060,0.636,F14,F14,research_simulation
20210801,000061,0.137,F14,F14,research_simulation
20210801,000062,0.025,F14,F14,research_simulation
20210801,000063,0.192,F14,F14,research_simulation
20210801,000065,0.234,F14,F14,research_simulation
20210801,000066,0.579,F14,F14,research_simulation
20210801,000068,0.761,F14,F14,research_simulation
20210801,000069,0.242,F14,F14,research_simulation
20210801,000070,0.966,F14,F14,research_simulation
20210801,000078,0.959,F14,F14,research_simulation
20210801,000088,0.317,F14,F14,research_simulation
20210801,000089,0.403,F14,F14,research_simulation
20210801,000090,0.457,F14,F14,research_simulation
20210801,000096,0.43,F14,F14,research_simulation
20210801,000099,0.183,F14,F14,research_simulation
20210801,000100,0.511,F14,F14,research_simulation
20210801,000151,0.285,F14,F14,research_simulation
20210801,000153,0.42,F14,F14,research_simulation
20210801,000155,0.576,F14,F14,research_simulation
20210801,000156,0.881,F14,F14,research_simulation
20210801,000157,0.185,F14,F14,research_simulation
20210801,000158,0.819,F14,F14,research_simulation
20210801,000159,0.201,F14,F14,research_simulation
20210801,000166,0.888,F14,F14,research_simulation
20210801,000301,0.041,F14,F14,research_simulation
20210801,000333,0.246,F14,F14,research_simulation
20210801,000338,0.34,F14,F14,research_simulation
20210801,000400,0.069,F14,F14,research_simulation
20210801,000401,0.427,F14,F14,research_simulation
20210801,000402,0.847,F14,F14,research_simulation
20210801,000403,0.09,F14,F14,research_simulation
20210801,000404,0.685,F14,F14,research_simulation
20210801,000407,0.741,F14,F14,research_simulation
20210801,000408,0.177,F14,F14,research_simulation
20210801,000409,0.014,F14,F14,research_simulation
20210801,000410,0.009,F14,F14,research_simulation
20210801,000411,0.215,F14,F14,research_simulation
20210801,000415,0.405,F14,F14,research_simulation
20210801,000417,0.7,F14,F14,research_simulation
20210801,000419,0.343,F14,F14,research_simulation
20210801,000420,0.898,F14,F14,research_simulation
20210801,000421,0.075,F14,F14,research_simulation
20210801,000422,0.653,F14,F14,research_simulation
20210801,000423,0.851,F14,F14,research_simulation
20210801,000425,0.024,F14,F14,research_simulation
20210801,000426,0.74,F14,F14,research_simulation
20210801,000428,0.994,F14,F14,research_simulation
20210801,000429,0.907,F14,F14,research_simulation
20210801,000430,0.275,F14,F14,research_simulation
20210801,000488,0.54,F14,F14,research_simulation
20210801,000498,0.435,F14,F14,research_simulation
20210801,000501,0.746,F14,F14,research_simulation
20210801,000503,0.219,F14,F14,research_simulation
20210801,000504,0.052,F14,F14,research_simulation
20210801,000505,0.768,F14,F14,research_simulation
20210801,000506,0.73,F14,F14,research_simulation
20210801,000507,0.24,F14,F14,research_simulation
20210801,000509,0.556,F14,F14,research_simulation
20210801,000510,0.601,F14,F14,research_simulation
20210801,000513,0.588,F14,F14,research_simulation
20210801,000514,0.515,F14,F14,research_simulation
20210801,000516,0.775,F14,F14,research_simulation
20211101,000001,0.002,F14,F14,research_simulation
20211101,000002,0.112,F14,F14,research_simulation
20211101,000004,0.144,F14,F14,research_simulation
20211101,000006,0.906,F14,F14,research_simulation
20211101,000007,0.207,F14,F14,research_simulation
20211101,000008,0.358,F14,F14,research_simulation
