rebalance_date,ticker,factor_value,factor_id,factor_name,source
20210801,000001,0.134,F10,LOW_VOLATILITY,research_simulation
20210801,000002,0.48,F10,LOW_VOLATILITY,research_simulation
20210801,000004,0.745,F10,LOW_VOLATILITY,research_simulation
20210801,000006,0.381,F10,LOW_VOLATILITY,research_simulation
20210801,000007,0.439,F10,LOW_VOLATILITY,research_simulation
20210801,000008,0.727,F10,LOW_VOLATILITY,research_simulation
20210801,000009,0.605,F10,LOW_VOLATILITY,research_simulation
20210801,000010,0.044,F10,LOW_VOLATILITY,research_simulation
20210801,000011,0.54,F10,LOW_VOLATILITY,research_simulation
20210801,000012,0.539,F10,LOW_VOLATILITY,research_simulation
20210801,000014,0.574,F10,LOW_VOLATILITY,research_simulation
20210801,000016,0.88,F10,LOW_VOLATILITY,research_simulation
20210801,000017,0.349,F10,LOW_VOLATILITY,research_simulation
20210801,000019,0.916,F10,LOW_VOLATILITY,research_simulation
20210801,000020,0.605,F10,LOW_VOLATILITY,research_simulation
20210801,000021,0.976,F10,LOW_VOLATILITY,research_simulation
20210801,000025,0.39,F10,LOW_VOLATILITY,research_simulation
20210801,000026,0.335,F10,LOW_VOLATILITY,research_simulation
20210801,000027,0.165,F10,LOW_VOLATILITY,research_simulation
20210801,000028,0.479,F10,LOW_VOLATILITY,research_simulation
20210801,000029,0.757,F10,LOW_VOLATILITY,research_simulation
20210801,000030,0.625,F10,LOW_VOLATILITY,research_simulation
20210801,000031,0.195,F10,LOW_VOLATILITY,research_simulation
20210801,000032,0.374,F10,LOW_VOLATILITY,research_simulation
20210801,000034,0.506,F10,LOW_VOLATILITY,research_simulation
20210801,000035,0.105,F10,LOW_VOLATILITY,research_simulation
20210801,000036,0.968,F10,LOW_VOLATILITY,research_simulation
20210801,000037,0.27,F10,LOW_VOLATILITY,research_simulation
20210801,000039,0.371,F10,LOW_VOLATILITY,research_simulation
20210801,000042,0.257,F10,LOW_VOLATILITY,research_simulation
20210801,000045,0.249,F10,LOW_VOLATILITY,research_simulation
20210801,000048,0.316,F10,LOW_VOLATILITY,research_simulation
20210801,000049,0.583,F10,LOW_VOLATILITY,research_simulation
20210801,000050,0.707,F10,LOW_VOLATILITY,research_simulation
20210801,000055,0.225,F10,LOW_VOLATILITY,research_simulation
20210801,000056,0.452,F10,LOW_VOLATILITY,research_simulation
20210801,000058,0.717,F10,LOW_VOLATILITY,research_simulation
20210801,000059,0.504,F10,LOW_VOLATILITY,research_simulation
20210801,000060,0.426,F10,LOW_VOLATILITY,research_simulation
20210801,000061,0.611,F10,LOW_VOLATILITY,research_simulation
20210801,000062,0.203,F10,LOW_VOLATILITY,research_simulation
20210801,000063,0.844,F10,LOW_VOLATILITY,research_simulation
20210801,000065,0.05,F10,LOW_VOLATILITY,research_simulation
20210801,000066,0.678,F10,LOW_VOLATILITY,research_simulation
20210801,000068,0.584,F10,LOW_VOLATILITY,research_simulation
20210801,000069,0.011,F10,LOW_VOLATILITY,research_simulation
20210801,000070,0.172,F10,LOW_VOLATILITY,research_simulation
20210801,000078,0.387,F10,LOW_VOLATILITY,research_simulation
20210801,000088,0.083,F10,LOW_VOLATILITY,research_simulation
20210801,000089,0.361,F10,LOW_VOLATILITY,research_simulation
20210801,000090,0.75,F10,LOW_VOLATILITY,research_simulation
