rebalance_date,ticker,factor_value,factor_id,factor_name,source
20210501,000001,0.179,F15,F15,research_simulation
20210501,000002,0.802,F15,F15,research_simulation
20210501,000004,0.577,F15,F15,research_simulation
20210501,000006,0.978,F15,F15,research_simulation
20210501,000007,0.949,F15,F15,research_simulation
20210501,000008,0.626,F15,F15,research_simulation
20210501,000009,0.643,F15,F15,research_simulation
20210501,000010,0.029,F15,F15,research_simulation
20210501,000011,0.684,F15,F15,research_simulation
20210501,000012,0.292,F15,F15,research_simulation
20210501,000014,0.968,F15,F15,research_simulation
20210501,000016,0.378,F15,F15,research_simulation
20210501,000017,0.681,F15,F15,research_simulation
20210501,000019,0.004,F15,F15,research_simulation
20210501,000020,0.234,F15,F15,research_simulation
20210501,000021,0.029,F15,F15,research_simulation
20210501,000025,0.047,F15,F15,research_simulation
20210501,000026,0.717,F15,F15,research_simulation
20210501,000027,0.232,F15,F15,research_simulation
20210501,000028,0.166,F15,F15,research_simulation
20210501,000029,0.865,F15,F15,research_simulation
20210501,000030,0.561,F15,F15,research_simulation
20210501,000031,0.889,F15,F15,research_simulation
20210501,000032,0.757,F15,F15,research_simulation
20210501,000034,0.285,F15,F15,research_simulation
20210501,000035,0.651,F15,F15,research_simulation
20210501,000036,0.106,F15,F15,research_simulation
20210501,000037,0.73,F15,F15,research_simulation
20210501,000039,0.965,F15,F15,research_simulation
20210501,000042,0.429,F15,F15,research_simulation
20210501,000045,0.257,F15,F15,research_simulation
20210501,000048,0.665,F15,F15,research_simulation
20210501,000049,0.049,F15,F15,research_simulation
20210501,000050,0.677,F15,F15,research_simulation
20210501,000055,0.354,F15,F15,research_simulation
20210501,000056,0.895,F15,F15,research_simulation
20210501,000058,0.578,F15,F15,research_simulation
20210501,000059,0.88,F15,F15,research_simulation
20210501,000060,0.243,F15,F15,research_simulation
20210501,000061,0.032,F15,F15,research_simulation
20210501,000062,0.447,F15,F15,research_simulation
20210501,000063,0.931,F15,F15,research_simulation
20210501,000065,0.154,F15,F15,research_simulation
20210501,000066,0.847,F15,F15,research_simulation
20210501,000068,0.66,F15,F15,research_simulation
20210501,000069,0.434,F15,F15,research_simulation
20210501,000070,0.328,F15,F15,research_simulation
20210501,000078,0.091,F15,F15,research_simulation
20210501,000088,0.134,F15,F15,research_simulation
20210501,000089,0.401,F15,F15,research_simulation
20210501,000090,0.452,F15,F15,research_simulation
20210501,000096,0.467,F15,F15,research_simulation
20210501,000099,0.295,F15,F15,research_simulation
20210501,000100,0.189,F15,F15,research_simulation
20210501,000151,0.029,F15,F15,research_simulation
20210501,000153,0.161,F15,F15,research_simulation
20210501,000155,0.74,F15,F15,research_simulation
20210501,000156,0.515,F15,F15,research_simulation
20210501,000157,0.344,F15,F15,research_simulation
20210501,000158,0.167,F15,F15,research_simulation
20210501,000159,0.916,F15,F15,research_simulation
20210501,000166,0.37,F15,F15,research_simulation
20210501,000301,0.114,F15,F15,research_simulation
20210501,000333,0.667,F15,F15,research_simulation
20210501,000338,0.658,F15,F15,research_simulation
20210501,000400,0.569,F15,F15,research_simulation
20210501,000401,0.76,F15,F15,research_simulation
20210501,000402,0.397,F15,F15,research_simulation
20210501,000403,0.27,F15,F15,research_simulation
20210501,000404,0.435,F15,F15,research_simulation
20210501,000407,0.108,F15,F15,research_simulation
20210501,000408,0.7,F15,F15,research_simulation
20210501,000409,0.358,F15,F15,research_simulation
20210501,000410,0.099,F15,F15,research_simulation
20210501,000411,0.077,F15,F15,research_simulation
20210501,000415,0.754,F15,F15,research_simulation
20210501,000417,0.263,F15,F15,research_simulation
20210501,000419,0.079,F15,F15,research_simulation
20210501,000420,0.573,F15,F15,research_simulation
20210501,000421,0.475,F15,F15,research_simulation
20210501,000422,0.112,F15,F15,research_simulation
20210501,000423,0.658,F15,F15,research_simulation
20210501,000425,0.73,F15,F15,research_simulation
20210501,000426,0.692,F15,F15,research_simulation
20210501,000428,0.084,F15,F15,research_simulation
20210501,000429,0.42,F15,F15,research_simulation
20210501,000430,0.342,F15,F15,research_simulation
20210501,000488,0.11,F15,F15,research_simulation
20210501,000498,0.066,F15,F15,research_simulation
20210501,000501,0.079,F15,F15,research_simulation
20210501,000503,0.829,F15,F15,research_simulation
20210501,000504,0.303,F15,F15,research_simulation
20210501,000505,0.843,F15,F15,research_simulation
20210501,000506,0.142,F15,F15,research_simulation
20210501,000507,0.427,F15,F15,research_simulation
20210501,000509,0.42,F15,F15,research_simulation
20210501,000510,0.078,F15,F15,research_simulation
20210501,000513,0.401,F15,F15,research_simulation
20210501,000514,0.826,F15,F15,research_simulation
20210501,000516,0.303,F15,F15,research_simulation
20210701,000001,0.795,F15,F15,research_simulation
20210701,000002,0.11,F15,F15,research_simulation
20210701,000004,0.734,F15,F15,research_simulation
20210701,000006,0.51,F15,F15,research_simulation
20210701,000007,0.997,F15,F15,research_simulation
20210701,000008,0.416,F15,F15,research_simulation
20210701,000009,0.47,F15,F15,research_simulation
20210701,000010,0.525,F15,F15,research_simulation
20210701,000011,0.085,F15,F15,research_simulation
20210701,000012,0.269,F15,F15,research_simulation
20210701,000014,0.866,F15,F15,research_simulation
20210701,000016,0.657,F15,F15,research_simulation
20210701,000017,0.313,F15,F15,research_simulation
20210701,000019,0.837,F15,F15,research_simulation
20210701,000020,0.425,F15,F15,research_simulation
20210701,000021,0.141,F15,F15,research_simulation
20210701,000025,0.77,F15,F15,research_simulation
20210701,000026,0.717,F15,F15,research_simulation
20210701,000027,0.319,F15,F15,research_simulation
20210701,000028,0.59,F15,F15,research_simulation
20210701,000029,0.341,F15,F15,research_simulation
20210701,000030,0.371,F15,F15,research_simulation
20210701,000031,0.889,F15,F15,research_simulation
20210701,000032,0.468,F15,F15,research_simulation
20210701,000034,0.741,F15,F15,research_simulation
20210701,000035,0.136,F15,F15,research_simulation
20210701,000036,0.845,F15,F15,research_simulation
20210701,000037,0.637,F15,F15,research_simulation
20210701,000039,0.572,F15,F15,research_simulation
20210701,000042,0.806,F15,F15,research_simulation
20210701,000045,0.927,F15,F15,research_simulation
20210701,000048,0.484,F15,F15,research_simulation
