rebalance_date,ticker,factor_value,factor_id,factor_name,source
20210501,000001,0.47,F16,F16,research_simulation
20210501,000002,0.13,F16,F16,research_simulation
20210501,000004,0.612,F16,F16,research_simulation
20210501,000006,0.881,F16,F16,research_simulation
20210501,000007,0.057,F16,F16,research_simulation
20210501,000008,0.06,F16,F16,research_simulation
20210501,000009,0.53,F16,F16,research_simulation
20210501,000010,0.262,F16,F16,research_simulation
20210501,000011,0.768,F16,F16,research_simulation
20210501,000012,0.092,F16,F16,research_simulation
20210501,000014,0.975,F16,F16,research_simulation
20210501,000016,0.351,F16,F16,research_simulation
20210501,000017,0.259,F16,F16,research_simulation
20210501,000019,0.71,F16,F16,research_simulation
20210501,000020,0.85,F16,F16,research_simulation
20210501,000021,0.243,F16,F16,research_simulation
20210501,000025,0.978,F16,F16,research_simulation
20210501,000026,0.556,F16,F16,research_simulation
20210501,000027,0.444,F16,F16,research_simulation
20210501,000028,0.712,F16,F16,research_simulation
20210501,000029,0.659,F16,F16,research_simulation
20210501,000030,0.59,F16,F16,research_simulation
20210501,000031,0.617,F16,F16,research_simulation
20210501,000032,0.04,F16,F16,research_simulation
20210501,000034,0.393,F16,F16,research_simulation
20210501,000035,0.573,F16,F16,research_simulation
20210501,000036,0.911,F16,F16,research_simulation
20210501,000037,0.128,F16,F16,research_simulation
20210501,000039,0.946,F16,F16,research_simulation
20210501,000042,0.432,F16,F16,research_simulation
20210501,000045,0.129,F16,F16,research_simulation
20210501,000048,0.233,F16,F16,research_simulation
20210501,000049,0.547,F16,F16,research_simulation
20210501,000050,0.023,F16,F16,research_simulation
20210501,000055,0.754,F16,F16,research_simulation
20210501,000056,0.198,F16,F16,research_simulation
20210501,000058,0.085,F16,F16,research_simulation
20210501,000059,0.131,F16,F16,research_simulation
20210501,000060,0.562,F16,F16,research_simulation
20210501,000061,0.87,F16,F16,research_simulation
20210501,000062,0.858,F16,F16,research_simulation
20210501,000063,0.375,F16,F16,research_simulation
20210501,000065,0.303,F16,F16,research_simulation
20210501,000066,0.388,F16,F16,research_simulation
20210501,000068,0.676,F16,F16,research_simulation
20210501,000069,0.018,F16,F16,research_simulation
20210501,000070,0.181,F16,F16,research_simulation
20210501,000078,0.105,F16,F16,research_simulation
20210501,000088,0.252,F16,F16,research_simulation
20210501,000089,0.926,F16,F16,research_simulation
20210501,000090,0.278,F16,F16,research_simulation
20210501,000096,0.37,F16,F16,research_simulation
20210501,000099,0.379,F16,F16,research_simulation
20210501,000100,0.943,F16,F16,research_simulation
20210501,000151,0.631,F16,F16,research_simulation
20210501,000153,0.298,F16,F16,research_simulation
20210501,000155,0.246,F16,F16,research_simulation
20210501,000156,0.392,F16,F16,research_simulation
20210501,000157,0.163,F16,F16,research_simulation
20210501,000158,0.97,F16,F16,research_simulation
20210501,000159,0.824,F16,F16,research_simulation
20210501,000166,0.568,F16,F16,research_simulation
20210501,000301,0.52,F16,F16,research_simulation
20210501,000333,0.858,F16,F16,research_simulation
20210501,000338,0.437,F16,F16,research_simulation
20210501,000400,0.753,F16,F16,research_simulation
20210501,000401,0.502,F16,F16,research_simulation
20210501,000402,0.089,F16,F16,research_simulation
20210501,000403,0.007,F16,F16,research_simulation
20210501,000404,0.794,F16,F16,research_simulation
20210501,000407,0.474,F16,F16,research_simulation
20210501,000408,0.691,F16,F16,research_simulation
20210501,000409,0.72,F16,F16,research_simulation
20210501,000410,0.861,F16,F16,research_simulation
20210501,000411,0.952,F16,F16,research_simulation
20210501,000415,0.498,F16,F16,research_simulation
20210501,000417,0.075,F16,F16,research_simulation
20210501,000419,0.369,F16,F16,research_simulation
20210501,000420,0.804,F16,F16,research_simulation
20210501,000421,0.483,F16,F16,research_simulation
20210501,000422,0.123,F16,F16,research_simulation
20210501,000423,0.13,F16,F16,research_simulation
20210501,000425,0.373,F16,F16,research_simulation
20210501,000426,0.971,F16,F16,research_simulation
20210501,000428,0.187,F16,F16,research_simulation
20210501,000429,0.097,F16,F16,research_simulation
20210501,000430,0.336,F16,F16,research_simulation
20210501,000488,0.897,F16,F16,research_simulation
20210501,000498,0.559,F16,F16,research_simulation
20210501,000501,0.956,F16,F16,research_simulation
20210501,000503,0.84,F16,F16,research_simulation
20210501,000504,0.53,F16,F16,research_simulation
20210501,000505,0.681,F16,F16,research_simulation
20210501,000506,0.058,F16,F16,research_simulation
20210501,000507,0.59,F16,F16,research_simulation
20210501,000509,0.306,F16,F16,research_simulation
20210501,000510,0.223,F16,F16,research_simulation
20210501,000513,0.865,F16,F16,research_simulation
20210501,000514,0.517,F16,F16,research_simulation
20210501,000516,0.496,F16,F16,research_simulation
20210701,000001,0.168,F16,F16,research_simulation
20210701,000002,0.784,F16,F16,research_simulation
